Company,Vendor
Serge Co.,yahoo
gnuTechnologies,yahoo
MOBOTIX AG,mobotix
Microhard Systems Inc.,microhardcorp
Netsweeper Inc.,netsweeper
NTA CO.LTD.,nta
stSoft,yahoo
"CryptoSoft, Ltd",mail.ru
EtherTek Circuits,ca
St. Thomas University,ca
Cornwall County Council,gov
SEB Eesti Ühispank AS,ee
CONSULTEC,yahoo
Kofax Image Products,kofax
ArcanaNetworks Inc.,arcananet
CrossTalk Göteborg AB,se
ClearOne Communications Inc.,clearone
Tufin Technologies,tufin
SESCAM - Servicio de Salud de Castilla la Mancha,es
"Energy Technologies, Inc.",yahoo
INFOTEL,infotel
Unitrends Software Corp,unitrends
Ericsson Mobile Platforms AB,ericsson
GRIB,es
Tibco Telecom Reseau,tibco
March Hare Software Ltd.,march-hare
Trusted Computing Group,trustedcomputinggroup
SE46 AB,se
Hitachi Energy EDS500,hitachienergy
The Sage Group PLC,sage
Shinnyo-en Buddhist Order Co.,fujitsu
GE Healthcare -  IT,ge
GE DIGITAL - SWS - UCOM,ge
IP-LABEL,ip-label
RedIce SA,yahoo
Tutus Data AB,se
Lattice Semiconductor Corporation,latticesemi
joztoz net,yahoo
CAJA DE AHORROS EL MONTE,es
Ing. Punzenberger COPA-DATA GmbH,copadata
Prefeitura da Cidade do Rio de Janeiro,gov
New Signature,newsignature
CIFE - Consorcio de Intermediación de Facturas Electrónicas,es
IBM WPC Lab,ibm
CIDE Consorcio para la Interoperabilidad de Documentos Electrónicos,para
Software Systems,se
Swisscom Fixnet AG,swisscom
"YesTurnkey Technology, Inc.",yahoo
Vodafone SDEC,vodafone
Eminds AB,se
Sentiva Innovation AB,se
ProCom GmbH,procom
Systemhaus Bad Waldsee,all-for-one
SLU,se
"Ricoh Printing Systems, Ltd.",ricoh
Kurs LLC,netmechanica
SOFTBANK BB Corp.,softbank
"Informática El Corte Inglés, S.A.",es
LJXN inc.,163
BoreNet AB,se
Queensland Treasury,gov
Huazhong University of Science and Technology,163
David Mains & Co. Inc.,ca
The University of Manchester Computer Society,man
FOXCONN Technology Group,foxconn
"GENTOO FOUNDATION, INC.",gentoo
McAfee Inc. (formerly 'Reconnex Corporation'),mcafee
"Lite Speed Technologies, Inc.",litespeedtech
Consultation informatique Daniel Savard Inc.,ca
The Corporation of the County of Brant,ca
"QSAN Technology, Inc.",qsan
"Qualys, Inc.",qualys
Teracue,teracue
Contec GmbH,contec
FUJITSU ADVANCED SOLUTIONS LIMITED,fujitsu
Höjebromölla,se
"Westinghouse Savannah River Company, LLC",gov
McMaster University,ca
spot media AG,spot
id Quantique SA,id
BIAS Inc.,bias-inc
Network Connection,ca
University of Michigan Radiation Oncology Physics,umich
IRIS Corporation Berhad,iris
"Citadel Security Software, Inc.",citadel
IBAMA,gov
Fujitsu Services Finland OY,fujitsu
PrimeKey Solutions AB,primekey
Bitdefender SRL (formerly 'SOFTWIN SRL'),bitdefender
B.Braun Melsungen AG,bbraun
grand.central.org,cmu
SafeNet InfoTech Pvt Ltd,safenet-inc
Kyushu Institute of Technology,isc
Teltronic S.A.U.,es
RedDevel.com,comcast
Ministerio da Ciencia e Tecnologia,mct
PT Sapta Sarana Komunika,id
Sandpath,yahoo
RMP WebWorks,ca
Broad Net Mux Corporation,bnmux
Legion of the Bouncy Castle,bund
Safehaus,codehaus
Graphic Image Technologies (Pty) Ltd.,git
Trivector System AB,se
Hjelle IT-Bistand,yahoo
Emily Carr College of Art and Design,ca
Harris CapRock Communications (formerly 'CapRock Communications'),harris
TESI Tècnica del So i la Imatge S.L.,es
CJ Microware and Associates,comcast
A10 Networks (previously 'Raksha Networks Inc.'),a10networks
IBM/NY Hospitals,ibm
MIKRO-KOD Ltd.,mail.ru
Siemens PTD EA,siemens
ACS Automotive Communication Services GmbH,acs
Alpha Venega Corporation,verizon
Broadcast Service Danmark A/S,bsd
Netadmin System i Sverige AB,se
Mobilaris AB,se
Marko Durkovic,fs
Brock University,ca
Digium,digium
N-Dimension Solutions Inc.,ca
PRIORITY ELECTRONICS LTD.,ca
"PROMAX ELECTRONICA,SA",es
John Fan,ca
Ventura24 S.L.,es
martyhill.net,comcast
"A1 Enterprise, Inc",yahoo
MSB,eclipse
"Zenprise, Inc.",zenprise
Govern de les Illes Balears,es
Pyramide Technologies Corp,yahoo
ATI Technologies Incorporated,ati
NOS Technology AS,nos
O2 Micro,o2micro
KaiserAir,eonweb
Azent AB,se
"Belarc, Inc.",belarc
City of Peabody,gov
Ab Initio Software Corporation,abinitio
"FURUNO SYSTEMS Co.,Ltd.",furunosystems
Matrix Networks China,yahoo
PT. Dinamika Mandiri,id
"Labware, s.a.",es
JSC Department of System Research,mail.ru
DOSHED Corp.,yahoo
Cyris Networks,yahoo
Administration des Douanes et Impôts Indirects,gov
Nilson Group AB,se
Municipalidad de Rosario,gov
Macrovision Corporation,macrovision
"Software Eginerring Associated Consultants, Inc",ca
VIMESA,es
Operation Mobilisation,ict
TELEVES S.A.,televes
"NetFocus Technologies, Inc.",hinet
zinfo.us,yahoo
City of Las Vegas Nevada,gov
oneK Internet Solutions Inc.,ca
Wm-Data PARERE,se
National Center for Biotechnology Information (NCBI),ncbi
"OSIsoft, Inc.",osisoft
SdO Information Technology s.r.l.,sdo
Liaoning Mobile Communications CO.LTD,yahoo
Aternity Inc.,aternity
LRF,se
ABEM Instrument AB,se
LINBIT Information Technologies GmbH,linbit
Dot Communications,dot
Macab AB,se
IntelliCom Innovation AB,se
Tesla a.s.,tesla
Plantron AB,se
Boldon James Ltd,boldonjames
Orange Romania SA,orange
swarco,swarco
CommScope Inc. of North Carolina,commscope
Cybertrust,cybertrust
Invensys/Wonderware,wonderware
"Websense, Inc.",websense
"NEC Kansai, Ltd.",nec
Aptus Elektronik AB,aptus
GESIS Gesellschaft für Informationssysteme mit beschraenkter Haftung (formerly 'GESIS mbH'),mit
The National Science Foundation,gov
Sharp HealthCare,sharp
ServInfo,ca
Louverturenet,yahoo
"NOC, School of Engineering, Morgan State University",eng
Georgia Technology Authority,gov
SunGard Availability Services,sungardas
VIVOTEK INC.,vivotek
Lswei,hinet
"Shanghai Asia-Pacific Computer Information System Co, Ltd.",163
Siemens Programm- und Systementwicklung GmbH & Co. KG,siemens
"Pleiades Consulting, Inc",ca
salesforce.com,salesforce
Centro Cultural y Deportivo Tajamar,es
TELUS,telus
Aleksey Barabanov,mail.ru
"State of Alaska, Enterprise Technology Services",gov
teamdzr,yahoo
"Toyo Networks & System Integration Co., Ltd.",nec
EEA communication solutions,eea
edreams,yahoo
Soliton,soliton
APOS Systems Inc.,ca
"FOI, Swedish Defence Research Agency",se
Max Zinal's Number,mail.ru
Virginia Employment Commission,gov
Studio Network Solutions,studionetworksolutions
Atlassian Software Systems,atlassian
SERGAS,es
Bechtel SAIC Company LLC,gov
Icon Multimedia,es
Intechgral Inc.,comcast
"SafeNet, Inc. (formerly 'Mykotronx, Inc.')",safenet-inc
"Siemens Ltd., China",siemens
TUBITAK ULAKBIM,gov
Federal Deposit Insurance Corporation,gov
Kaspersky Lab ZAO,kaspersky
PePLink Ltd.,peplink
IceWarp Ltd.,icewarp
PT. TRG international,id
"Promotora de Informaciones, S.A.",es
"Planet Networks, Inc.",planet
icon Systemhaus GmbH,icon
Metrima Energi AB,se
Cendant TDS,orbitz
"Ministerio de Economía, República Argentina",gov
"HiSpeed Data, Inc.",verizon
Blekinge Studentservice AB,se
School District #57 (Prince George),ca
Endress+Hauser InfoServe GmbH+Co. KG,endress
Shipbuilding SS,yahoo
"Silver Peak Systems, Inc.",silver-peak
SAG Systemhaus GmbH AMS,softwareag
Trigger Software,ee
ABB STOTZ-KONTAKT GmbH,abb
ANEDER BT,netbsd
TriNix AB,se
T-Mobile Austria,t-mobile
arvato mobile,arvato
STS GmbH & Co. OHG,siemens
Autoridad Portuaria de Barcelona,es
Shifa International Hospitals,yahoo
Social Science Computing Cooperative,wisc
Linear Technology Corporation,linear
Onus Petro Services,yahoo
Weidlinger Associates Inc.,ca
Bionix AB,se
Metagistics,yahoo
"Tecsidel, S.A.",es
HEYFRA electronic GmbH,electronic
AFIP,gov
Tanel Unt,ee
Beijer Electronics Corp.,beijerelectronics
NetComm Wireless Ltd (formerly 'Call Direct Cellular Solutions Pty. Ltd'),netcommwireless
AMANO Corporation,amano
Zenitel Radioteknik,zenitel
Zeus Informationstechnologie GmbH,zeus
University of Douala,yahoo
68k.se,68k
Idera,idera
Centro Nacional de Infromación y Comunicación Educativa,es
Moog Components Group,moog
GMAC,gm
SILVER SERVER GmbH,sil
Ministerie van Binnenlandse Zaken en Koninkrijksrelaties,isc
Fabryka Stron Internetowych Sp. z o.o.,fsi
HOT Technology,hot
arvato technology GmbH,arvato
Verint Systems Canada Inc.,verint
TEAM S.A,ingeteam
Datorföreningen vid LU & LTH,se
Toyota New Zealand Ltd,toyota
Sonic Solutions,roxio
stj company,company
Media & Telecom  Ventures,aol
Lixil,lixil
Super Star enterprises,comcast
Ministerio da Cultura,gov
Multi Service Forum,acm.org
Bundesamt für Verbraucherschutz und Lebensmittelsicherheit,bund
"University of Cambridge, Department of Archaeology",cam
IDSRDL,netscape
Red Earth Systems AB,se
move.L consulting,se
Warsaw Data Center Sp. z o.o.,wdc
Asociación Centro de Cooperación Interbancaria,es
Safend Ltd.,safend
"ICONICS, Inc.",iconics
SHANGHAI SIMED TECH LTD.,163
"Trustwave Holdings, Inc. (formerly 'XRamp Security Services Inc.')",trustwave
"PT. Excelcomindo Pratama, Tbk.",id
"commax Co.,Ltd.",commax
ProgramDuon AB,se
MD Systems,md-systems
Premicare AB,se
Siemens Com EN PSY DB,siemens
Fujitsu Hong Kong Ltd.,fujitsu
CROSSPOiNT,es
"Samsung Thales Co., Ltd.",samsung
"Luxcore Optronics, Inc.",luxcore
Ericpol Telecom sp. z o.o.,ericpol
"Applied Voice & Speech Technologies, Inc.",avst
"QNAP SYSTEMS, INC",qnap
Hutchison Drei Austria GmbH,drei
Prodemge - Companhia de Tecnologia da Informação do Estado de Minas Gerais,gov
Canal de Isabel II,es
"WH Trading, LLC",yahoo
North York General Hospital,ca
Start Stelcom Ltd Corp,yahoo
Thales Training & Simulation Ltd,thalesgroup
Kef Solutions Inc.,ca
SOS GmbH,sos-berlin
USHER,internet2
Narcommunications,yahoo
Slaski Urzad Wojewodzki,gov
a2 system,yahoo
Satellite Music Australia Pty Limited,sma
WiMAX Forum,intel
IRIS Corp Bhd,iris
NOX SYSTEMS AG,sauter
"Acronis, Inc.",acronis
SolidX AB,se
TenXc Wireless Inc.,yahoo
Bankoa Credit Agricole,es
Innerspace Ltd.,yahoo
Instituto Nacional de Estadistica,es
Vendetta Performance Limited,ca
"Shanghai PONX technology com.,Ltd.",163
Hans Turck GmbH & Co. KG,turck
"Webroot Software, Inc.",webroot
DIRECCION DE IMPUESTOS Y ADUANAS NACIONALES,gov
Alcatel Japan Ltd.,alcatel
Parlamento de Galicia,es
"Intelligent Platforms, LLC",emerson
Indel Industria Eletronica Ltda,yahoo
vt100 digital solutions,digital
angel bosch,bosch
"Guilin Jharden Communication CO., LTD",163
CERVICEM,free
"MySQL, Inc.",mysql
Devon County Council,gov
Linear Equipamentos Eletrônicos S.A.,linear
JINAN DEAN COMPUTER TECHNOLOGY CO LTD,163
denver health,health
Opengear Inc.,opengear
"Ruckus Wireless, Inc.",ruckuswireless
PELCO,pelco
Teradici Corporation,teradici
Aptic AB,se
Vonage Holdings Corp,vonage
"Gannett Co., Inc.",gannett
Wireless Edge Canada Inc.,ca
Temex Sync,yahoo
Barco Orthogon GmbH,barco
ALWIL Software,avast
Perpustakaan Institut Pertanian Bogor,id
Cyprus Research and Academic Network,cynet
Beckhoff Automation GmbH & Co. KG,beckhoff
Telavox AB,se
Genexis B.V.,genexis
NetOp as,netop
Waha Oil Company,yahoo
CSC Scandihealth A/S,csc
Ohio Department of Transportation,dot
NAV Canada,ca
Swedish Alliance for Middleware,se
L-3 Communications/Narda Satellite Networks,l-3com
Proximus Information Technologies,ca
South-Russia State Technical University,mail.ru
JWR Software Services Ltd,blueyonder
Network Automation,networkautomation
Nasdaq MTS (formerly 'OMX Group'),nasdaq
Westerstrand Urfabrik AB,se
Deakin University,deakin
"Vodafone Holding GmbH, FPU-CEC",vodafone
MDES,gov
Karolinska Institutet,se
Ixanon AB,se
NEXCON Telecomunicaciones S.L.,es
Henfield AB,se
AMAG Automobil- und Motoren AG,amag
Kuwait Meteorological Department,yahoo
Perspektiv Bredband AB,se
Bauman Moscow State Technical University,yandex
Rx Networks Inc.,ca
xcurenet,x
ClearCanvas Inc.,ca
citadel.org (the Citadel groupware project),citadel
crosscert,crosscert
Babs Paylink AB,se
LenSoft Ltd.,lg
Ingenico,ingenico
ServersCheck BVBA,serverscheck
yatininc,yahoo
Lusan Systems,id
Microbit 2.0 AB,se
Xerox -ORG,xerox
"Infoblox, WinConnect (formerly 'Ipanto')",infoblox
Ministerio Publico do DF e Territorios,gov
FXC Inc.,fxc
"Infoglobal, S.A.",es
University of Texas Center for Agile Technology,cat
National Clearinghouse for Rehabilitation Training Materials,usu
"CZ.NIC, z.s.p.o.",nic
FireEye Inc.,fireeye
Telekom Austria AG,telekom
Iritec,es
The SEEMIS Group,gov
OpenVAS,openvas
U.S. Environmental Protection Agency,gov
liland open IT solutions GmbH,open
NWCG,gov
"Telenav, INC",telenav
Battelle Memorial Institute,battelle
jlu.nic.Inc.,163
Nedap N.V.,nedap
Magyar Telekom,t-com
"Chengdu  Guyue  Electronics  Co.,Ltd",vip
SOSeth,ethz
"Liferay, LLC",liferay
Mahidol Wittayanusorn (Public Organization),yahoo
Minister of Interior of Saudi Arabia,nic
ABB Automation GmbH,abb
Christie Digital Systems,christiedigital
UTRONIX Elektronikutveckling AB,se
Hangzhou zhongwei electronics Ltd.,163
Sanchin Consulting AB,se
Universitat Politècnica de Catalunya (UPC),es
Thomson Learning,thomson
Sai Furnitures LTD,yahoo
Subzilla,yahoo
Poseidon Networks,yahoo
The Sakai Foundation,umich
"GlobalSCAPE, Inc.",globalscape
Electronnyi gorod Lld.,mail.ru
Technica Necesse Est,ca
"MIYATSU CO.,Ltd",yahoo
"Smart Tech 21, Inc.",aol
BitlBee Team,samba
AEB GmbH,aeb
"Impinj, Inc.",impinj
Sms Systems,yahoo
NorthSpark AB,se
JHU ACM,jhu
cintrixx technologies,yahoo
China Agricultural University,yahoo
ATITEL LTDA,ati
Secours Catholique,capgemini
Holmboe Consulting,se
"Multipolar Corporation Tbk, PT",id
Rederi AB Transatlantic,se
DePratti Consulting LLC,yahoo
"Fachschaft MPI, TU München",fs
subnet - platform for media art and experimental technologies,subnet
Alinto SA,alinto
MultiService Forum,acm.org
Kyland,kyland
IPG Sales Pty Ltd,independent
AR Department of Information Systems,gov
King County,gov
Practical Economic Research Limited,ca
BFSt,bund
"Beijing Vorx Telecommunications Co, Ltd.",163
GENOME express,express
INTELBRAS S/A,intelbras
Tri-vision Electronics Inc,aol
Blakemere Technologies Inc.,ca
"Parallels Holdings Ltd (formerly 'SWsoft, Inc.')",parallels
Sony Global Solutions Inc.,sony
"Hangzhou Grancom Information & Technology Co.,Ltd.",163
FT Interactive Data Inc.,interactivedata
Louisiana Department of Health and Hospitals,gov
Afilias Canada,ca
Nova Scotia Cancer Centre,ca
Enagas S.A.,es
"Gunter, Winston, & O'Neal Corporation",yahoo
"MONITORAPP Co.,Ltd.",monitorapp
SIS Schul Internet Service,sis
Flawed Logic Server Management Software,utsa
Olivetti S.p.a,olivetti
acosta.se,se
SALICRU,salicru
Zarafa,zarafa
The EA Group,ca
TechSyndicate,nyc
Sykora Technology Inc.,ca
Saab TransponderTech AB,se
Fujitsu System Solutions Ltd.,fujitsu
Blue Lake Rancheria,gov
Commonwealth Service Delivery Agency (Centrelink Australia),gov
Amano Cincinnati,amano
University of Illinois,illinois
Tribunal Regional Eleitoral de Santa Catarina,gov
I.E.P.A.L.A.,es
buaa608,yahoo
lwIP - A Lightweight TCP/IP stack,yahoo
"Sis'ta Salsa, LLC",comcast
WolfVision GmbH,wolfvision
"Secretariat of Information Technology, Government of Haryana",nic
tetrade inc.,ti
Leissner Data AB,se
I.T. Management and Consultation Services (ITMACS),ca
Nordic Optical Telescope Scientific Association,iac
"Cisco Systems, Inc. (formerly 'Arch Rock Corporation')",cisco
Digital Electronics Corporation,digital
eTouch Systems Corp,etouch
matrix technology AG,matrix
SalesForce Australia (Salmat),salesforce
Amper,es
Congreso de los Diputados,es
International Telecommunication Union,itu
Obsidian Consulting Group Pty. Ltd.,obsidian
computer betting company gmbh,company
Nexcom Systems,nexcom
InduSoft  Inc.,indusoft
Pandora Media Inc.,pandora
NTT resonant Inc.,nttr
"Advantech Co., Ltd",advantech
"NetEase.com, Inc.",netease
Canadian Space Agency,ca
General Dynamics United Kingdom Limited,generaldynamics
Marvell Semiconductor Inc.,marvell
Wycliffe Bible Translators of Canada Inc,ca
Voice Provider Sweden AB,se
SICS AB,se
obituariesonline.ca,ca
Cestel S.A.,es
Alcatel-Lucent TMC (formerly 'Alcatel SOC'),alcatel-lucent
Sociedad de Tasación SA,es
Webworks Sverige AB,se
"Meitai technology Co.,Ltd",163
United States Postal Service,usps
Salford City Council,gov
COLLINS TRUCKING LLC,yahoo
Consejo General de Colegios Oficiales de Medicos,es
CommProve Ltd.,yahoo
Gigamon Systems LLC,gigamon
Skype Technologies S.A.,skype
Tidomat AB,se
Stainsby,ca
Child Exploitation and Online Protection Centre,gov
Lilla Grän Data och Elektronik,se
Andanza Technologies S.A.,es
Xytac system technologies,acm.org
Aboundi Inc.,comcast
"Pictor Solutions, Inc.",yahoo
Trend Micro Inc. (formerly 'Third Brigade Inc.'),trendmicro
"Aerohive Networks, Inc.",aerohive
Yahata Kosei Hospital,yahoo
RENAULT-NISSAN B.V.,renault
"Joint-stock company ""Bank SOYUZ""",company
Astronix Technology Inc.,yahoo
www.brianmichael.org,yahoo
next layer GmbH.,next
Schrack Energietechnik GmbH,schrack
HOT Telecom Ltd.,hot
Royal Canadian Mounted Police,ca
Centro de Informatica e Automacao do Estado de Santa Catarina,gov
Softinbox Inc.,yahoo
"Kaon Media Co., Ltd.",kaonmedia
Point International,se
Networking Systems,yahoo
Bunda Mulia University,id
Accuity LLP,yahoo
ICP-SC,gov
Serveis de Salut Integrats Baix Empordà,es
"NIPPON ANTENNA CO.,LTD.",nippon-antenna
Council of the European Union,europa
Intendencia Municipal de Montevideo,informatica
Réseau pour l'Excellence en Enseignement Supérieur de l'Afrique de l'Ouest(RESAO),yahoo
MAGIX AG,magix
Asociación Grupo Universitario de Informática (Universidad de Valladolid),es
Engineers Without Borders Canada,ca
Politechnika Gdanska,pg
VOID.PL LTD (formerly 'Netoracle Ltd.'),void
Picosoft Ltd.,blueyonder
MedStreaming,comcast
Excapsa Services Inc.,ca
Servicios Avanzados para las Instituciones S.L.,para
Realtek Semiconductor corp.,realtek
"Bundesministerium für Verkehr, Bau und Stadtentwicklung",bund
Blizzard Entertainment,blizzard
"TRANSCOM TECHNOLOGIES CO.,LTD",163
"EUIT Telecomunicacion, Universidad Politécnica de Madrid",es
ATEME,ateme
"""Telekom Srbija"" a.d.",telekom
Dallmeier electronic GmbH & Co.KG,electronic
AspellClark,yahoo
Belden,belden
"Splunk, Inc.",splunk
"Metrovacesa, S.A.",es
Labs2 i Lund AB,se
